Control ID,Control Name,Technique ID,Technique Name,CIS Control,CIS Sub-Control,Title,Control Identifier,Control or Control Enhancement Name
CA-7,Continuous Monitoring,T1068,Exploitation for Privilege Escalation,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1212,Exploitation for Credential Access,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1059,Command and Scripting Interpreter,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1070.001,Clear Windows Event Logs,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1203,Exploitation for Client Execution,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1211,Exploitation for Defense Evasion,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1537,Transfer Data to Cloud Account,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1567,Exfiltration Over Web Service,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1574.007,Path Interception by PATH Environment Variable,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1003.001,LSASS Memory,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1003.002,Security Account Manager,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1003.003,NTDS,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1046,Network Service Scanning,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1056.002,GUI Input Capture,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1078,Valid Accounts,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1110.001,Password Guessing,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1110.002,Password Cracking,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1111,Two-Factor Authentication Interception,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1201,Password Policy Discovery,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1218,Signed Binary Proxy Execution,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1218.011,Rundll32,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1528,Steal Application Access Token,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1530,Data from Cloud Storage Object,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1555.001,Keychain,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1557,Adversary-in-the-Middle,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1566.002,Spearphishing Link,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1598.003,Spearphishing Link,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1599,Network Boundary Bridging,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1037.002,Logon Script (Mac),3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1037.005,Startup Items,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1059.005,Visual Basic,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1070,Indicator Removal on Host,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1070.003,Clear Command History,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1078.004,Cloud Accounts,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1095,Non-Application Layer Protocol,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1105,Ingress Tool Transfer,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1176,Browser Extensions,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1189,Drive-by Compromise,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1190,Exploit Public-Facing Application,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1195,Supply Chain Compromise,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1195.001,Compromise Software Dependencies and Development Tools,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1195.002,Compromise Software Supply Chain,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1197,BITS Jobs,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1204,User Execution,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1204.002,Malicious File,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1205,Traffic Signaling,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1205.001,Port Knocking,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1210,Exploitation of Remote Services,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1213.003,Code Repositories,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1218.010,Regsvr32,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1218.012,Verclsid,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1219,Remote Access Software,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1221,Template Injection,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1222,File and Directory Permissions Modification,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1498.001,Direct Network Flood,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1498.002,Reflection Amplification,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1499,Endpoint Denial of Service,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1499.001,OS Exhaustion Flood,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1499.002,Service Exhaustion Flood,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1499.003,Application Exhaustion Flood,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1499.004,Application or System Exploitation,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1543,Create or Modify System Process,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1546.003,Windows Management Instrumentation Event Subscription,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1547.003,Time Providers,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1548.003,Sudo and Sudo Caching,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1552.005,Cloud Instance Metadata API,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1555.002,Securityd Memory,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1558,Steal or Forge Kerberos Tickets,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1558.003,Kerberoasting,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1562.001,Disable or Modify Tools,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1562.006,Indicator Blocking,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1565,Data Manipulation,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1565.001,Stored Data Manipulation,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1565.003,Runtime Data Manipulation,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1568.002,Domain Generation Algorithms,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1570,Lateral Tool Transfer,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1602.002,Network Device Configuration Dump,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1001,Data Obfuscation,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1001.001,Junk Data,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1001.002,Steganography,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1001.003,Protocol Impersonation,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1003,OS Credential Dumping,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1003.004,LSA Secrets,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1003.005,Cached Domain Credentials,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1003.006,DCSync,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1003.007,Proc Filesystem,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1003.008,/etc/passwd and /etc/shadow,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1008,Fallback Channels,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1021.002,SMB/Windows Admin Shares,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1021.005,VNC,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1029,Scheduled Transfer,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1030,Data Transfer Size Limits,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1036,Masquerading,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1036.003,Rename System Utilities,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1036.005,Match Legitimate Name or Location,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1036.007,Double File Extension,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1037,Boot or Logon Initialization Scripts,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1037.003,Network Logon Script,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1037.004,RC Scripts,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1041,Exfiltration Over C2 Channel,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1048,Exfiltration Over Alternative Protocol,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1052,Exfiltration Over Physical Medium,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1052.001,Exfiltration over USB,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1053.006,Systemd Timers,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1055.009,Proc Memory,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1059.007,JavaScript,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1070.002,Clear Linux or Mac System Logs,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1071,Application Layer Protocol,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1071.001,Web Protocols,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1071.002,File Transfer Protocols,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1071.003,Mail Protocols,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1071.004,DNS,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1072,Software Deployment Tools,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1078.001,Default Accounts,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1078.003,Local Accounts,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1080,Taint Shared Content,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1090,Proxy,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1090.001,Internal Proxy,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1090.002,External Proxy,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1090.003,Multi-hop Proxy,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1102,Web Service,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1102.001,Dead Drop Resolver,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1102.002,Bidirectional Communication,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1102.003,One-Way Communication,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1104,Multi-Stage Channels,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1110,Brute Force,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1110.003,Password Spraying,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1110.004,Credential Stuffing,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1132,Data Encoding,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1132.001,Standard Encoding,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
CA-7,Continuous Monitoring,T1132.002,Non-Standard Encoding,3.0,3.13,Deploy a Data Loss Prevention Solution,CA-7,Continuous Monitoring
